provider_id,specialty,category,county,county_type,latitude,longitude,panel_capacity,accepting_new_patients,next_available_appt_days,telehealth_available
PRV-1287,Endocrinology,Specialty,North Metro,Urban,40.17435,-84.98666,891,True,25,True
PRV-1288,Endocrinology,Specialty,North Metro,Urban,40.17939,-84.82459,991,True,14,True
PRV-1289,Endocrinology,Specialty,North Metro,Urban,40.18088,-84.9674,879,True,14,False
PRV-1290,Endocrinology,Specialty,North Metro,Urban,40.02389,-84.90768,1018,True,9,False
PRV-1291,Endocrinology,Specialty,North Metro,Urban,40.18682,-84.87579,936,True,10,False
PRV-1292,Oncology,Specialty,North Metro,Urban,40.2196,-84.80501,850,True,2,False
PRV-1293,Oncology,Specialty,North Metro,Urban,40.18614,-84.98738,1173,True,6,True
PRV-1294,Oncology,Specialty,North Metro,Urban,40.18323,-84.88501,909,True,3,True
PRV-1295,Oncology,Specialty,North Metro,Urban,40.28334,-84.90363,974,True,5,False
PRV-1296,Oncology,Specialty,North Metro,Urban,40.21184,-84.93176,703,True,3,False
PRV-1297,Oncology,Specialty,North Metro,Urban,40.14558,-84.99717,676,True,4,False
PRV-1298,Oncology,Specialty,North Metro,Urban,40.20322,-84.98922,1116,True,4,True
PRV-1299,Oncology,Specialty,North Metro,Urban,40.14224,-84.89193,1019,True,5,True
PRV-1300,Orthopedics,Specialty,North Metro,Urban,40.22708,-84.86775,1600,True,4,False
PRV-1301,Orthopedics,Specialty,North Metro,Urban,40.13717,-84.87369,1573,True,6,False
PRV-1302,Orthopedics,Specialty,North Metro,Urban,40.19268,-84.89657,1338,True,10,False
PRV-1303,Orthopedics,Specialty,North Metro,Urban,40.18376,-84.91355,1408,True,9,False
PRV-1304,Orthopedics,Specialty,North Metro,Urban,40.18406,-84.92168,1197,True,9,True
PRV-1305,Orthopedics,Specialty,North Metro,Urban,40.18588,-84.77973,1144,True,6,True
PRV-1306,Orthopedics,Specialty,North Metro,Urban,40.23078,-84.90085,1235,True,15,True
PRV-1307,Orthopedics,Specialty,North Metro,Urban,40.13683,-84.96166,1228,True,4,False
PRV-1308,Orthopedics,Specialty,North Metro,Urban,40.22389,-84.9708,1417,True,3,True
PRV-1309,Orthopedics,Specialty,North Metro,Urban,40.22065,-84.96463,1553,True,5,True
PRV-1310,Orthopedics,Specialty,North Metro,Urban,40.25483,-84.75124,1179,True,2,True
PRV-1311,Orthopedics,Specialty,North Metro,Urban,40.16202,-84.993,1393,False,9,False
PRV-1312,Orthopedics,Specialty,North Metro,Urban,40.1576,-84.79273,1104,True,9,True
PRV-1313,Orthopedics,Specialty,North Metro,Urban,40.17269,-84.94811,1441,False,21,False
PRV-1314,Dermatology,Specialty,North Metro,Urban,40.18221,-84.90962,1402,True,3,False
PRV-1315,Dermatology,Specialty,North Metro,Urban,40.14763,-84.93061,1626,True,15,True
PRV-1316,Dermatology,Specialty,North Metro,Urban,40.20626,-84.88335,1605,True,10,False
PRV-1317,Dermatology,Specialty,North Metro,Urban,40.12802,-84.91917,1263,True,14,True
PRV-1318,Dermatology,Specialty,North Metro,Urban,40.1339,-84.91484,1449,True,8,False
PRV-1319,Dermatology,Specialty,North Metro,Urban,40.31115,-84.90336,1129,True,18,False
PRV-1320,Dermatology,Specialty,North Metro,Urban,40.11736,-84.92235,1335,True,13,True
PRV-1321,Dermatology,Specialty,North Metro,Urban,40.09638,-84.86344,1067,False,18,False
PRV-1322,Dermatology,Specialty,North Metro,Urban,40.24994,-84.98219,899,True,13,False
PRV-1323,Dermatology,Specialty,North Metro,Urban,40.19992,-84.9052,900,False,25,False
PRV-1324,Dermatology,Specialty,North Metro,Urban,40.1683,-84.89134,1355,True,22,True
PRV-1325,Dermatology,Specialty,North Metro,Urban,40.20498,-84.98543,1426,True,20,False
PRV-1326,General Surgery,Specialty,North Metro,Urban,40.29317,-84.95279,1202,True,1,False
PRV-1327,General Surgery,Specialty,North Metro,Urban,40.20751,-84.89822,1374,False,10,False
PRV-1328,General Surgery,Specialty,North Metro,Urban,40.24849,-84.84784,1366,True,5,True
PRV-1329,General Surgery,Specialty,North Metro,Urban,40.14956,-84.93837,702,True,5,False
PRV-1330,General Surgery,Specialty,North Metro,Urban,40.15041,-84.80388,1247,True,7,False
PRV-1331,General Surgery,Specialty,North Metro,Urban,40.26213,-84.91664,1148,True,9,False
PRV-1332,General Surgery,Specialty,North Metro,Urban,40.16378,-84.89483,1202,True,13,False
PRV-1333,General Surgery,Specialty,North Metro,Urban,40.04683,-84.8318,1037,True,7,False
PRV-1334,General Surgery,Specialty,North Metro,Urban,40.17798,-84.94949,1350,True,7,False
PRV-1335,General Surgery,Specialty,North Metro,Urban,40.26877,-84.9314,1346,True,1,False
PRV-1336,Neurology,Specialty,North Metro,Urban,40.13849,-84.82988,1093,True,24,True
PRV-1337,Neurology,Specialty,North Metro,Urban,40.10889,-85.05119,1181,True,17,True
PRV-1338,Neurology,Specialty,North Metro,Urban,40.12012,-84.94114,1222,True,21,True
PRV-1339,Neurology,Specialty,North Metro,Urban,40.12701,-84.87267,982,False,7,True
PRV-1340,Neurology,Specialty,North Metro,Urban,40.03365,-84.88973,986,True,10,True
PRV-1341,Neurology,Specialty,North Metro,Urban,40.08803,-84.95102,758,True,23,False
PRV-1342,Neurology,Specialty,North Metro,Urban,40.1773,-85.03765,1046,True,23,True
PRV-1343,Primary Care,Primary Care,East Suburban,Suburban,39.92581,-84.74833,1679,True,4,True
PRV-1344,Primary Care,Primary Care,East Suburban,Suburban,39.90024,-84.81659,1704,True,1,True
PRV-1345,Primary Care,Primary Care,East Suburban,Suburban,39.8799,-84.57243,2099,True,1,True
PRV-1346,Primary Care,Primary Care,East Suburban,Suburban,39.90679,-84.66838,1724,True,1,False
PRV-1347,Primary Care,Primary Care,East Suburban,Suburban,39.98009,-84.61662,1795,True,17,False
PRV-1348,Primary Care,Primary Care,East Suburban,Suburban,40.07276,-84.83183,1541,True,6,True
PRV-1349,Primary Care,Primary Care,East Suburban,Suburban,39.87169,-84.70236,1818,True,10,True
PRV-1350,Primary Care,Primary Care,East Suburban,Suburban,40.04397,-84.64807,1676,True,21,True
PRV-1351,Primary Care,Primary Care,East Suburban,Suburban,39.91649,-84.77032,1689,True,8,True
PRV-1352,Primary Care,Primary Care,East Suburban,Suburban,39.90954,-84.91424,1445,True,1,False
PRV-1353,Primary Care,Primary Care,East Suburban,Suburban,39.89972,-84.80741,1978,True,4,True
PRV-1354,Primary Care,Primary Care,East Suburban,Suburban,39.92668,-84.69723,1809,True,8,True
PRV-1355,Primary Care,Primary Care,East Suburban,Suburban,40.04621,-84.75801,1858,True,15,False
PRV-1356,Primary Care,Primary Care,East Suburban,Suburban,39.95857,-84.71929,1799,True,9,False
PRV-1357,Primary Care,Primary Care,East Suburban,Suburban,40.0466,-84.8062,1767,True,11,False
PRV-1358,Primary Care,Primary Care,East Suburban,Suburban,40.09319,-84.67469,1930,True,7,True
PRV-1359,Primary Care,Primary Care,East Suburban,Suburban,40.12217,-84.69412,1637,False,10,True
PRV-1360,Primary Care,Primary Care,East Suburban,Suburban,40.05049,-84.71763,2187,True,4,True
PRV-1361,Primary Care,Primary Care,East Suburban,Suburban,39.94848,-84.55177,2311,True,5,False
PRV-1362,Primary Care,Primary Care,East Suburban,Suburban,39.93286,-84.62176,1946,True,4,True
PRV-1363,Primary Care,Primary Care,East Suburban,Suburban,39.9525,-84.62544,1965,True,3,True
PRV-1364,Primary Care,Primary Care,East Suburban,Suburban,40.01077,-84.76205,1668,True,9,True
PRV-1365,Primary Care,Primary Care,East Suburban,Suburban,39.7965,-84.68002,1682,True,1,True
PRV-1366,Primary Care,Primary Care,East Suburban,Suburban,39.932,-84.93992,2202,True,9,True
PRV-1367,Primary Care,Primary Care,East Suburban,Suburban,40.10282,-84.56176,1854,True,11,False
PRV-1368,Primary Care,Primary Care,East Suburban,Suburban,40.01694,-84.5027,1849,True,8,True
PRV-1369,Primary Care,Primary Care,East Suburban,Suburban,39.88842,-84.82638,1532,True,12,True
PRV-1370,Primary Care,Primary Care,East Suburban,Suburban,40.00398,-84.68398,2180,True,10,True
PRV-1371,Primary Care,Primary Care,East Suburban,Suburban,39.88667,-84.51413,1365,True,8,True
PRV-1372,Primary Care,Primary Care,East Suburban,Suburban,39.99869,-84.92138,2181,True,10,False
PRV-1373,Primary Care,Primary Care,East Suburban,Suburban,40.0879,-84.81975,2023,True,3,True
PRV-1374,Primary Care,Primary Care,East Suburban,Suburban,40.05237,-84.7903,1616,True,4,True
PRV-1375,Primary Care,Primary Care,East Suburban,Suburban,39.89288,-84.56426,2215,True,4,True
PRV-1376,Primary Care,Primary Care,East Suburban,Suburban,39.95449,-84.59469,1788,True,13,True
PRV-1377,OB/GYN,Primary Care,East Suburban,Suburban,39.96443,-84.72947,1654,True,18,False
PRV-1378,OB/GYN,Primary Care,East Suburban,Suburban,39.9486,-84.66357,1480,True,7,True
PRV-1379,OB/GYN,Primary Care,East Suburban,Suburban,40.11471,-84.74564,1565,True,23,False
PRV-1380,OB/GYN,Primary Care,East Suburban,Suburban,39.78022,-84.60134,1368,False,6,True
PRV-1381,OB/GYN,Primary Care,East Suburban,Suburban,39.95201,-84.68502,1421,True,5,True
PRV-1382,OB/GYN,Primary Care,East Suburban,Suburban,39.98188,-84.76995,1352,True,8,False
PRV-1383,OB/GYN,Primary Care,East Suburban,Suburban,39.92356,-84.68148,1852,True,8,False
PRV-1384,OB/GYN,Primary Care,East Suburban,Suburban,40.0154,-84.60671,1344,True,9,False
PRV-1385,OB/GYN,Primary Care,East Suburban,Suburban,39.79435,-84.75398,1212,False,20,True
PRV-1386,OB/GYN,Primary Care,East Suburban,Suburban,39.93343,-84.59009,1532,True,17,True
PRV-1387,OB/GYN,Primary Care,East Suburban,Suburban,40.05572,-84.8412,1547,True,16,True
PRV-1388,Behavioral Health,Behavioral,East Suburban,Suburban,39.68385,-84.69977,995,True,13,False
PRV-1389,Behavioral Health,Behavioral,East Suburban,Suburban,39.95586,-84.72324,1040,True,15,True
PRV-1390,Behavioral Health,Behavioral,East Suburban,Suburban,40.09899,-84.90346,849,True,16,False
PRV-1391,Behavioral Health,Behavioral,East Suburban,Suburban,40.15413,-84.85644,1133,True,6,True
PRV-1392,Behavioral Health,Behavioral,East Suburban,Suburban,39.92972,-84.82444,1087,False,12,True
PRV-1393,Behavioral Health,Behavioral,East Suburban,Suburban,39.88685,-84.90764,1041,True,24,False
PRV-1394,Behavioral Health,Behavioral,East Suburban,Suburban,40.04498,-84.69085,915,True,11,False
PRV-1395,Behavioral Health,Behavioral,East Suburban,Suburban,40.03388,-84.69685,806,True,21,True
PRV-1396,Behavioral Health,Behavioral,East Suburban,Suburban,40.05891,-84.7842,1136,True,9,True
PRV-1397,Behavioral Health,Behavioral,East Suburban,Suburban,40.06677,-84.67233,842,True,12,False
PRV-1398,Behavioral Health,Behavioral,East Suburban,Suburban,39.92362,-84.68345,810,True,7,False
PRV-1399,Behavioral Health,Behavioral,East Suburban,Suburban,40.00848,-84.72055,822,True,14,False
PRV-1400,Cardiology,Specialty,East Suburban,Suburban,39.95915,-84.80858,1321,True,8,True
PRV-1401,Cardiology,Specialty,East Suburban,Suburban,40.02734,-84.79436,1357,True,10,True
PRV-1402,Cardiology,Specialty,East Suburban,Suburban,39.98087,-84.55739,952,True,2,False
PRV-1403,Cardiology,Specialty,East Suburban,Suburban,39.92795,-84.78338,936,True,12,False
PRV-1404,Cardiology,Specialty,East Suburban,Suburban,40.05432,-84.88407,1014,True,14,False
PRV-1405,Cardiology,Specialty,East Suburban,Suburban,40.15422,-84.53755,1374,True,6,False
PRV-1406,Cardiology,Specialty,East Suburban,Suburban,39.95925,-84.67457,1213,True,14,True
PRV-1407,Cardiology,Specialty,East Suburban,Suburban,40.02804,-84.65682,1097,True,8,True
PRV-1408,Endocrinology,Specialty,East Suburban,Suburban,40.0676,-84.74551,1140,True,32,True
PRV-1409,Endocrinology,Specialty,East Suburban,Suburban,39.9639,-84.71738,857,True,12,True
PRV-1410,Endocrinology,Specialty,East Suburban,Suburban,40.27595,-84.83861,1352,True,6,True
PRV-1411,Endocrinology,Specialty,East Suburban,Suburban,39.78565,-84.79775,1119,True,7,False
PRV-1412,Oncology,Specialty,East Suburban,Suburban,39.91628,-84.81313,1134,True,6,True
PRV-1413,Oncology,Specialty,East Suburban,Suburban,39.96981,-84.69965,940,True,6,False
PRV-1414,Oncology,Specialty,East Suburban,Suburban,40.01216,-84.7394,818,True,3,False
PRV-1415,Orthopedics,Specialty,East Suburban,Suburban,39.88372,-84.64915,1499,True,6,True
PRV-1416,Orthopedics,Specialty,East Suburban,Suburban,39.97412,-84.61574,1406,True,9,True
PRV-1417,Orthopedics,Specialty,East Suburban,Suburban,39.96989,-84.9535,1607,False,11,False
PRV-1418,Orthopedics,Specialty,East Suburban,Suburban,40.06122,-84.8022,1174,True,10,False
PRV-1419,Orthopedics,Specialty,East Suburban,Suburban,40.05007,-84.70232,1154,True,3,False
PRV-1420,Orthopedics,Specialty,East Suburban,Suburban,40.07564,-84.80552,1153,True,19,False
PRV-1421,Orthopedics,Specialty,East Suburban,Suburban,39.97244,-84.75934,1612,True,8,True
PRV-1422,Dermatology,Specialty,East Suburban,Suburban,40.08693,-84.84697,1331,True,24,True
PRV-1423,Dermatology,Specialty,East Suburban,Suburban,39.86819,-84.67688,1809,True,17,False
PRV-1424,Dermatology,Specialty,East Suburban,Suburban,40.00044,-84.80363,1696,True,16,True
PRV-1425,Dermatology,Specialty,East Suburban,Suburban,39.96675,-84.62719,1277,True,15,False
PRV-1426,Dermatology,Specialty,East Suburban,Suburban,39.89157,-84.7425,1381,False,11,True
PRV-1427,Dermatology,Specialty,East Suburban,Suburban,39.99593,-84.86214,1733,True,12,True
PRV-1428,General Surgery,Specialty,East Suburban,Suburban,40.03407,-84.56726,1112,True,7,False
PRV-1429,General Surgery,Specialty,East Suburban,Suburban,40.2031,-84.64806,1323,True,6,True
PRV-1430,General Surgery,Specialty,East Suburban,Suburban,39.94346,-84.77625,1151,True,1,False
PRV-1431,General Surgery,Specialty,East Suburban,Suburban,39.93468,-84.77212,1097,True,8,True
PRV-1432,General Surgery,Specialty,East Suburban,Suburban,40.00786,-84.93447,1272,False,3,False
PRV-1433,Neurology,Specialty,East Suburban,Suburban,39.97132,-84.65643,1040,True,7,True
PRV-1434,Neurology,Specialty,East Suburban,Suburban,39.84705,-84.69429,1020,True,33,True
PRV-1435,Neurology,Specialty,East Suburban,Suburban,39.9628,-84.60403,926,True,17,False
PRV-1436,Primary Care,Primary Care,West Suburban,Suburban,40.06853,-85.20772,2068,True,10,True
PRV-1437,Primary Care,Primary Care,West Suburban,Suburban,40.01242,-85.30512,1671,False,2,False
PRV-1438,Primary Care,Primary Care,West Suburban,Suburban,40.13785,-85.24008,1721,True,20,False
PRV-1439,Primary Care,Primary Care,West Suburban,Suburban,40.06353,-85.05233,1856,True,3,True
PRV-1440,Primary Care,Primary Care,West Suburban,Suburban,40.14676,-85.34572,1460,True,6,False
PRV-1441,Primary Care,Primary Care,West Suburban,Suburban,39.90912,-85.23705,1999,True,4,True
PRV-1442,Primary Care,Primary Care,West Suburban,Suburban,40.03541,-85.16306,2053,True,11,False
PRV-1443,Primary Care,Primary Care,West Suburban,Suburban,39.90662,-85.12715,1959,True,4,False
PRV-1444,Primary Care,Primary Care,West Suburban,Suburban,40.09812,-85.15474,2004,True,5,True
PRV-1445,Primary Care,Primary Care,West Suburban,Suburban,39.9387,-85.23649,2010,True,11,False
PRV-1446,Primary Care,Primary Care,West Suburban,Suburban,39.95332,-85.27532,1890,True,3,True
PRV-1447,Primary Care,Primary Care,West Suburban,Suburban,40.07461,-85.23574,1911,True,8,True
PRV-1448,Primary Care,Primary Care,West Suburban,Suburban,40.08684,-85.32697,1657,False,6,False
PRV-1449,Primary Care,Primary Care,West Suburban,Suburban,40.12657,-85.20626,2618,False,16,False
PRV-1450,Primary Care,Primary Care,West Suburban,Suburban,39.98022,-85.22277,2279,True,9,True
PRV-1451,Primary Care,Primary Care,West Suburban,Suburban,39.9291,-85.21815,1590,True,5,True
PRV-1452,Primary Care,Primary Care,West Suburban,Suburban,39.8743,-85.32982,1949,True,5,False
PRV-1453,Primary Care,Primary Care,West Suburban,Suburban,40.05404,-85.34761,1479,True,4,False
PRV-1454,Primary Care,Primary Care,West Suburban,Suburban,40.11767,-85.25607,2033,True,9,True
PRV-1455,Primary Care,Primary Care,West Suburban,Suburban,40.058,-85.35871,1952,False,2,False
PRV-1456,Primary Care,Primary Care,West Suburban,Suburban,39.92189,-85.33232,1416,True,4,True
PRV-1457,Primary Care,Primary Care,West Suburban,Suburban,39.90194,-85.27158,1744,True,10,True
PRV-1458,Primary Care,Primary Care,West Suburban,Suburban,39.96263,-85.14365,1915,True,5,False
PRV-1459,Primary Care,Primary Care,West Suburban,Suburban,40.05204,-85.15791,1783,True,4,False
PRV-1460,Primary Care,Primary Care,West Suburban,Suburban,40.1217,-85.21337,2403,True,2,True
PRV-1461,Primary Care,Primary Care,West Suburban,Suburban,40.02854,-85.42615,1640,True,1,False
PRV-1462,Primary Care,Primary Care,West Suburban,Suburban,40.08156,-85.40528,1509,True,4,True
PRV-1463,Primary Care,Primary Care,West Suburban,Suburban,40.07458,-85.15027,1489,True,9,False
PRV-1464,Primary Care,Primary Care,West Suburban,Suburban,40.04595,-85.23418,1572,True,8,True
PRV-1465,Primary Care,Primary Care,West Suburban,Suburban,40.03858,-85.14506,2060,True,6,False
PRV-1466,Primary Care,Primary Care,West Suburban,Suburban,39.95525,-85.09557,1829,True,3,True
PRV-1467,Primary Care,Primary Care,West Suburban,Suburban,40.18119,-85.30905,1789,True,7,True
PRV-1468,Primary Care,Primary Care,West Suburban,Suburban,40.12815,-85.29262,1282,False,5,False
PRV-1469,Primary Care,Primary Care,West Suburban,Suburban,39.809,-85.33663,2007,True,4,False
PRV-1470,OB/GYN,Primary Care,West Suburban,Suburban,39.94595,-85.15909,1408,True,4,True
PRV-1471,OB/GYN,Primary Care,West Suburban,Suburban,40.04773,-85.30947,1639,True,14,True
PRV-1472,OB/GYN,Primary Care,West Suburban,Suburban,39.97586,-85.24485,1711,True,14,True
PRV-1473,OB/GYN,Primary Care,West Suburban,Suburban,40.0716,-85.21154,1400,True,15,False
PRV-1474,OB/GYN,Primary Care,West Suburban,Suburban,40.00258,-85.24618,1463,True,18,True
PRV-1475,OB/GYN,Primary Care,West Suburban,Suburban,40.09739,-85.42063,1675,True,8,True
PRV-1476,OB/GYN,Primary Care,West Suburban,Suburban,40.07852,-85.25359,1504,True,6,False
PRV-1477,OB/GYN,Primary Care,West Suburban,Suburban,39.98025,-85.25438,1609,True,8,True
PRV-1478,OB/GYN,Primary Care,West Suburban,Suburban,39.98518,-85.18359,1169,True,24,False
PRV-1479,OB/GYN,Primary Care,West Suburban,Suburban,40.03776,-85.20607,1594,True,5,True
PRV-1480,OB/GYN,Primary Care,West Suburban,Suburban,39.98548,-85.53038,1270,True,6,False
PRV-1481,Behavioral Health,Behavioral,West Suburban,Suburban,39.79408,-85.23845,726,True,7,False
PRV-1482,Behavioral Health,Behavioral,West Suburban,Suburban,40.05031,-85.24753,700,True,12,False
PRV-1483,Behavioral Health,Behavioral,West Suburban,Suburban,39.95918,-85.19748,862,False,12,True
PRV-1484,Behavioral Health,Behavioral,West Suburban,Suburban,40.20784,-85.32689,896,True,13,True
PRV-1485,Behavioral Health,Behavioral,West Suburban,Suburban,39.96892,-85.36737,758,True,4,False
PRV-1486,Behavioral Health,Behavioral,West Suburban,Suburban,39.92961,-85.28602,953,True,3,False
PRV-1487,Behavioral Health,Behavioral,West Suburban,Suburban,40.12519,-85.41157,1125,True,6,True
PRV-1488,Behavioral Health,Behavioral,West Suburban,Suburban,39.86543,-85.26403,917,True,2,True
PRV-1489,Behavioral Health,Behavioral,West Suburban,Suburban,40.02655,-85.24849,1065,False,24,True
PRV-1490,Behavioral Health,Behavioral,West Suburban,Suburban,40.12643,-85.35784,951,True,54,True
PRV-1491,Behavioral Health,Behavioral,West Suburban,Suburban,40.09925,-85.42051,914,True,29,False
PRV-1492,Behavioral Health,Behavioral,West Suburban,Suburban,39.95486,-85.24998,1167,True,12,True
PRV-1493,Cardiology,Specialty,West Suburban,Suburban,39.98266,-85.1494,1376,False,10,False
PRV-1494,Cardiology,Specialty,West Suburban,Suburban,39.86187,-85.18958,1463,True,32,False
PRV-1495,Cardiology,Specialty,West Suburban,Suburban,39.92568,-85.28278,945,True,18,True
PRV-1496,Cardiology,Specialty,West Suburban,Suburban,40.06915,-85.05361,1455,True,25,False
PRV-1497,Cardiology,Specialty,West Suburban,Suburban,39.98968,-85.15045,1309,True,16,True
PRV-1498,Cardiology,Specialty,West Suburban,Suburban,40.1338,-85.25816,1375,True,9,True
PRV-1499,Cardiology,Specialty,West Suburban,Suburban,40.12814,-85.18671,1157,True,14,False
PRV-1500,Cardiology,Specialty,West Suburban,Suburban,39.9918,-85.23585,1380,False,26,True
PRV-1501,Endocrinology,Specialty,West Suburban,Suburban,40.07947,-85.28435,903,True,30,True
PRV-1502,Endocrinology,Specialty,West Suburban,Suburban,40.00188,-85.21523,1184,False,20,False
PRV-1503,Endocrinology,Specialty,West Suburban,Suburban,40.12757,-85.22432,1090,True,12,False
PRV-1504,Endocrinology,Specialty,West Suburban,Suburban,39.94726,-85.25597,948,True,12,True
PRV-1505,Oncology,Specialty,West Suburban,Suburban,39.88764,-85.41404,971,True,4,False
PRV-1506,Oncology,Specialty,West Suburban,Suburban,40.06713,-85.39357,1129,True,8,True
PRV-1507,Oncology,Specialty,West Suburban,Suburban,40.0552,-85.2754,902,True,6,True
PRV-1508,Orthopedics,Specialty,West Suburban,Suburban,39.94391,-85.20316,1501,True,5,True
PRV-1509,Orthopedics,Specialty,West Suburban,Suburban,39.99473,-85.28115,1138,False,11,True
PRV-1510,Orthopedics,Specialty,West Suburban,Suburban,39.89439,-85.27699,1439,True,19,False
PRV-1511,Orthopedics,Specialty,West Suburban,Suburban,40.10509,-85.18743,1285,False,14,False
PRV-1512,Orthopedics,Specialty,West Suburban,Suburban,40.05396,-85.24139,1425,True,12,False
PRV-1513,Orthopedics,Specialty,West Suburban,Suburban,40.01383,-85.2291,1339,True,25,True
PRV-1514,Orthopedics,Specialty,West Suburban,Suburban,40.01504,-85.12527,1226,True,23,False
PRV-1515,Dermatology,Specialty,West Suburban,Suburban,39.96289,-85.43749,1907,True,34,True
PRV-1516,Dermatology,Specialty,West Suburban,Suburban,40.02701,-85.17939,1565,True,5,False
PRV-1517,Dermatology,Specialty,West Suburban,Suburban,39.94345,-85.31794,1427,True,12,True
PRV-1518,Dermatology,Specialty,West Suburban,Suburban,40.13916,-85.33013,1468,True,20,True
PRV-1519,Dermatology,Specialty,West Suburban,Suburban,40.12521,-85.26639,1205,True,45,True
PRV-1520,Dermatology,Specialty,West Suburban,Suburban,40.09269,-85.14094,1363,True,10,False
PRV-1521,General Surgery,Specialty,West Suburban,Suburban,40.15364,-85.23627,1499,True,3,True
PRV-1522,General Surgery,Specialty,West Suburban,Suburban,39.9926,-85.40773,1446,True,17,True
PRV-1523,General Surgery,Specialty,West Suburban,Suburban,40.04567,-85.17468,1262,True,12,False
PRV-1524,General Surgery,Specialty,West Suburban,Suburban,39.92931,-85.25957,1122,False,8,True
PRV-1525,General Surgery,Specialty,West Suburban,Suburban,39.8618,-85.25904,1224,True,3,True
PRV-1526,Neurology,Specialty,West Suburban,Suburban,40.07672,-85.45326,842,False,7,True
PRV-1527,Neurology,Specialty,West Suburban,Suburban,40.02797,-85.32333,932,True,25,True
PRV-1528,Neurology,Specialty,West Suburban,Suburban,39.89873,-85.21725,1107,True,64,True
PRV-1529,Primary Care,Primary Care,South Suburban,Suburban,39.68777,-84.88172,1755,True,3,True
PRV-1530,Primary Care,Primary Care,South Suburban,Suburban,39.81495,-85.09915,1941,False,3,False
PRV-1531,Primary Care,Primary Care,South Suburban,Suburban,39.87969,-85.0242,1980,True,5,False
PRV-1532,Primary Care,Primary Care,South Suburban,Suburban,39.74182,-85.09607,1922,True,9,True
PRV-1533,Primary Care,Primary Care,South Suburban,Suburban,39.88964,-84.91649,2174,False,10,False
PRV-1534,Primary Care,Primary Care,South Suburban,Suburban,39.84821,-84.9853,2568,True,3,True
PRV-1535,Primary Care,Primary Care,South Suburban,Suburban,39.77538,-85.0588,1671,True,13,True
PRV-1536,Primary Care,Primary Care,South Suburban,Suburban,39.64916,-84.94682,1349,True,23,False
PRV-1537,Primary Care,Primary Care,South Suburban,Suburban,39.94993,-85.0382,2004,True,4,True
PRV-1538,Primary Care,Primary Care,South Suburban,Suburban,39.80012,-85.13719,1680,True,7,False
PRV-1539,Primary Care,Primary Care,South Suburban,Suburban,39.87903,-85.0165,1920,True,11,True
PRV-1540,Primary Care,Primary Care,South Suburban,Suburban,39.77605,-85.14439,2094,True,7,False
PRV-1541,Primary Care,Primary Care,South Suburban,Suburban,39.86599,-85.01712,1299,True,1,False
PRV-1542,Primary Care,Primary Care,South Suburban,Suburban,40.00249,-85.13157,2280,False,5,False
PRV-1543,Primary Care,Primary Care,South Suburban,Suburban,39.97487,-85.04748,1753,True,9,True
PRV-1544,Primary Care,Primary Care,South Suburban,Suburban,39.90392,-85.01499,1740,True,5,True
PRV-1545,Primary Care,Primary Care,South Suburban,Suburban,39.55749,-85.09318,1908,True,6,True
PRV-1546,Primary Care,Primary Care,South Suburban,Suburban,39.76731,-85.03455,1783,True,11,True
PRV-1547,Primary Care,Primary Care,South Suburban,Suburban,39.78997,-84.91412,1743,True,11,True
PRV-1548,Primary Care,Primary Care,South Suburban,Suburban,39.90542,-84.9869,1538,True,7,True
PRV-1549,Primary Care,Primary Care,South Suburban,Suburban,39.74252,-84.86689,1762,True,7,True
PRV-1550,Primary Care,Primary Care,South Suburban,Suburban,39.68173,-85.01879,1823,True,7,True
PRV-1551,Primary Care,Primary Care,South Suburban,Suburban,40.09395,-84.92336,1599,True,3,False
PRV-1552,Primary Care,Primary Care,South Suburban,Suburban,39.82915,-85.19722,1689,True,2,True
PRV-1553,Primary Care,Primary Care,South Suburban,Suburban,39.89141,-85.12838,1505,True,14,False
PRV-1554,Primary Care,Primary Care,South Suburban,Suburban,39.8515,-84.95371,1667,True,6,False
PRV-1555,Primary Care,Primary Care,South Suburban,Suburban,39.86017,-85.12232,1880,True,7,False
PRV-1556,Primary Care,Primary Care,South Suburban,Suburban,39.85237,-84.88642,1535,True,3,False
PRV-1557,Primary Care,Primary Care,South Suburban,Suburban,39.74741,-85.13155,1514,True,2,True
PRV-1558,Primary Care,Primary Care,South Suburban,Suburban,39.68319,-84.83091,1973,True,4,False
PRV-1559,Primary Care,Primary Care,South Suburban,Suburban,39.79689,-85.17182,1517,True,20,False
PRV-1560,Primary Care,Primary Care,South Suburban,Suburban,39.95526,-84.76776,1196,True,4,False
PRV-1561,Primary Care,Primary Care,South Suburban,Suburban,39.75487,-84.98786,1714,True,7,True
PRV-1562,Primary Care,Primary Care,South Suburban,Suburban,39.82125,-84.92116,1412,True,9,False
PRV-1563,OB/GYN,Primary Care,South Suburban,Suburban,39.89553,-84.97487,1546,True,18,True
PRV-1564,OB/GYN,Primary Care,South Suburban,Suburban,39.82681,-84.86195,1311,True,11,True
PRV-1565,OB/GYN,Primary Care,South Suburban,Suburban,39.81494,-84.87921,1490,True,2,True
PRV-1566,OB/GYN,Primary Care,South Suburban,Suburban,39.81338,-85.05077,1329,True,10,True
PRV-1567,OB/GYN,Primary Care,South Suburban,Suburban,39.73711,-84.87905,1397,True,20,True
PRV-1568,OB/GYN,Primary Care,South Suburban,Suburban,39.72052,-85.11444,1148,True,6,False
